ID,Date,Time,Comment Level,Username,Opinion,Sentiment,topic_comment,Topic_article,comment
1f60f5dc-7a82-423e-b865-82a0da7e403a,2020-11-22,20:47,0,Pet2020,negative,negative,lockdown,,"Was wird passieren:  Ein guter Teil des Volkes hat bisher die Maßnahmen der Regierung akzeptiert und mitgetragen  Nur: Immer mehr stellt man fest, dass die Bundesländer durch die Bank durch es in 7 Monaten Cororna nicht geschafft haben, irgendetwas substantiell zu ändern Nur der Status Quo vom März wurde besser verwaltet  Frtschritte: Fehlanzeige Maßnahmen, die weiterbringen: Fehlanzeige oder im Streit der Landesfürsten steckengeblieben  Und was passiert jetzt: Nun droht man auch den Rückhalt des Volkes zu verlieren, denn das was nun vorgeschlagen wird, das reicht nicht aus, um für die Zukunft zu planen, sondern es ist nur ein Spiel auf Zeit  Das agieren planloser und mutloser Landesfürsten, die die Großmutter evrscherbeln würden , um die Macht zu erhalten  Zukunftsplanung ist was anderes"
a4e4c695-010f-4d53-a191-71dc8bb70f3b,2020-12-22,16:37,0,Pet2020,neutral,negative,tests,überblick,"Pflicht App=gibts nicht Corona Schnelltests für den Hausgebrauch mit 96% Treffergenauigkeit  Gibts nicht bzw nur für Lehrer, die können das  Schnelltests Anstelle von Labor 3 Tage Tests: Gibts nicht, weil 3% ungenauer  Irgendwie bleibt als Fazit: selber Schuld, wenn man nicht alle Hebel nutzt  Selbst fpr Werbung für FFP 2 Masken hats nicht gereicht, war wohl zu modern"
c1ac21ed-02ce-4bb7-b730-a4838f6e5539,2020-11-12,14:33,0,Pet2020,negative,negative,lockerung,überblick,richterlich verordnete Ansteckungsherde  Wie kann man nur Fitnesstudios öffnen lassen .... Klimanlage als Virenverteiler vorhanden Fenster auf geht nicht wegen Kälte Schwitzen neben schitzenden...toll 
529f745f-c1a5-47ad-8be5-7121e770bf66,2021-05-01,22:55,0,Pet2020,negative,neutral,impfung,überblick,"Die Deutschen (Foristen) sind schon ein komisches Völkchen  Erst wettert man über die Impfzentren, und nun, wenn man feststellt, dass die bald überflüssig sind,  bekommen alle Angst und wollen die behalten  Änderung ist wohl sehr sehr schwer für viele  800 Mio kosten diese Impfzentren im Monat Spätestens am Juni haben wir bei wegfallender Prio Doppelstrukturen, die keiner braucht"
026242f6-62da-419b-b9a0-bc472d4c8fcf,2021-02-20,11:38,0,Pet2020,neutral,negative,impfung,impfung,"Warum plappern da die allermeisten?  Habt Ihr kein interesse an Fakten?  Ich zitiere Biontech:  A: Wir haben uns über die zögerliche Bestellung der EU gewundert ABER AUCH B: Mit Milliarden werfen hätte nichts geändert C: Früher und mehr Bestellen hätte nicht geändert  Wir haben eh alles geliefert was ging  Ab 2022 da bringen Milliarden etwas  Nun zu AZ:  Die haben 6 Monate vor Zulassung alles bezahlt bekommen, incl dem vollen Haftungsrisiko bei Impfstoffflopp von der EU Und AZ hat den preis festgelegt  Das kann jeder nachprüfen  Ich bin da immer verwundert, wenn Fosisten plappern, dass Geiz irgendetwas geändert habe  Zudem: Kein Staat hat mit Milliarden geworfen  und ist deswegen vorne  Die USA sind nur jetzt noch vorne, da Pfizer Moderna Novavax und Co in den USA sitzen Und laut allen Zahlen scheint die EU bis Juni gleichzuziehen  Und GB kla*ute einfach die 50 Mio EU Impfdosen "
8df92bcd-9177-4a56-81c6-7e2951465aac,2020-05-10,11:25,0,Pet2020,negative,negative,politik,lockerung," An den Schulen der Kinder haben wir immer und immer wieder gehört: solange vom Oberschulamt nichts kommt....  Es ist eine Kultur des wegsehens, des nicht Verantwortlich sein wollens, eine Kultur des Nichtwissens, und eine Kultur , die beratungsresistenter ist als der Vatikan"
2117f885-33e6-4965-ad69-b6d542134cbc,2020-11-05,19:27,0,Pet2020,negative,neutral,politik,schule,"Ist eigentlich dem normalen Foristen bewusst, dass das RKI sinngemäß sagt:  1: gestaffelter Unterricht, oder Menschen sterben 2: Macht man es nicht drohen flächendeckende Schulschließungen  Und wenn dann das Kultusministerium afgrund von angeblicher Chancengleichheit  die obigen Punkte (erst einmal) ablehnen, dann nehmen die letztendlich Menschenleben in Kauf Und um welche Chancengleichheit geht es denn? Laut RKI allenfalls um die geliche Chance, letztendich zu sterben/erkranken/Angehörige anzustecken  Das ist nun mal so, auch wenns keiner laut sagt"
4555ad3b-b08b-478b-bdd5-db0cbbdfd31d,2021-03-18,11:58,0,Pet2020,negative,negative,politik,tests,"Als in den USA die ersten Wahlautomaten kamen, unkten viele: Der Untergang kommt, Wahlmaipulation etc etc etc  Heute sind uns Länder wie die USA- wenn man alleine diese Technik betrachtet - um etwa 15 Jahre vorraus  Nur wer etwas probiert, hat die Chance an den Aufgaben zu wachsen, draus zu lernen, und Expertise zu gewinnen  Was wir machen ist: Ein Inselsystem nach dem anderen, aus Angst vor Datenkraken.... Und wir erleiden jeden tag Schiffbruch mit inkompatiblen Insellösungen  Alleine die Orga Struktur der Bundesländer ist eine 16 Fach Insellösung"
639c3daa-d167-430c-9e0e-8197bbd4a199,2021-01-20,18:49,0,Pet2020,negative,neutral,maskenpflicht,infektion,Und fürs Protokoll:   Die erlaubten medizinischen OP Masken schützen nicht wirklich vor Aerosolen Genau genommen schützen die nur vor angespruckt werden (etwas vereinfacht)
899443b1-43a6-4048-b7fc-f2d3b905ca87,2020-11-27,06:23,0,Pet2020,negative,neutral,politik,überblick,"Überall auf der Welt: Disziplin und Maentragen hilft  Deutschland: Da ist so viel Intelligenz vorhanden, da wollen alle Regeln, die auf den Quadratmeter Pflaster vor Ort abgestimmt sind  Und wenn dann das Ergebnis dementsprechend Desaströs ausfällt, dann fragt man sich nicht, was das Ausand besser macht, sondern dann sind die nicht angepassten Regeln schuld  Das wir als Volk, wir als Appangsthasen, als unbelehrbare Unverwunbare Grippegläubigen die Suppe auslöffeln müssen, dass werden wir dann mit wieiteren Schimpdtiraden , mit Verschwörerlisstorys gegen ""die da oben"" uns selber versuchen beizubringen"
