2b929680-3329-419b-8391-684fae4fdef4,2020-05-21,19:14,0,W.-Zt-aesUWR,neutral,negative,wirtschaft,überblick,"Sieht ja so aus, als ob das „High-Tech“ Land USA schon das Rennen aufgegeben hat und wenigstens noch „das kapitalistische Ausland“ vor der Schmach retten will, dass China das Rennen macht. Aber kostet ja nichts .... ist ja nur bedrucktes Papier ohne Wert. Wenn die Engländer darauf hereinfallen ... nur zu.",manual
1a24c2e2-58a9-4e6c-b9bd-64f73537a38b,2020-04-11,05:34,0,Manfred-C4FP3NGZg,negative,negative,lockdown,lockdown,"Wenn die „Kur“ (Shutdown) für einen „Patienten“ (Bürger) irgendwann mal mehr Schaden anrichtet als die Krankheit (Corona), sollte man die Kur beenden. Sonst ist der Patient nach der Kur tot ! ",manual
9ba02853-7b47-41e9-be3c-f219f95ab97b,2021-07-19,19:09,0,Mainstreamjunky,negative,negative,impfung,,"60 Prozent der Krankenhausfälle bei komplett Geimpften  Und jetzt? Wir werden hier doch komplett v. a r. sch.t inzwischen!  Vielmehr scheinen die unterdrückten Studien und Warnungen recht zu haben, die sagen, dass es so nicht funktionieren und das Virus doppelt und dreifach zurückschlagen wird.",manual
43616808-ca97-4293-adc5-79a746f03b06,2021-01-28,18:21,0,holger-lI1qd7EZg,neutral,neutral,politik,wirtschaft,"ich liebe die USA !  während man hier deren untergang herbeischwurbelt, ziehen die einfach am beamtenstaat deutschland vorbei.  während man hier opfer gegeneinander aufrechnet um die eigene überlegenheit zu unterstreichen und die wirtschaft ruiniert blickt man dort einfach nach vorne.",manual
7d13c6e9-7906-4f30-9cfb-ab401bf2f099,2020-06-23,17:53,0,Stefan-rErt3nEZg,neutral,neutral,politik,infektion,"Wieso lesen eigentlich genau die, die den Drosten nicht so sympathisch finden, nett ausgedrückt, andauernd seine Artikel oder hören seinen podcast und meckern dann? Kann mir das mal jemand, am besten von den angesprochenen, erklären? Ich lese ja auch nicht ständig die 'Brigitte' oder die 'Freundin' und rege mich dann über den Nonsens, der da drin steht auf... ",manual
39fb99e4-48af-43e3-9c17-17132c20c431,2020-12-11,08:35,0,Coco,neutral,neutral,maßnahmen,überblick," um eine umfangreiche und erfolgreiche Kontakt Beschränkung zu erreichen, ist ein wesentlicher Faktor, dass  man die Altersgruppe der 15 bis 25 jährigen mit ins Boot holt. das wird nicht man nicht schaffen, wenn man denen die Jugendzentren schließt, die Kneipen schließt, kein Verein Sport gemacht werden kann und so weiter, aber parallel dürfen Opa und Oma den Sonntagsgottesdienst besuchen. aus dieser Altersgruppe kann das so gut wie niemand nachvollziehen und dementsprechend werden die wohl auch handeln. mfg Coco",manual
877d5546-2542-442d-af8e-c78947ea815e,19.12.2020,16:49:00,0,FromRussiaWithLove,neutral,neutral,krankenhaus,überblick,"@Tullius. Gut das Sie da sind. Als Korea Experte können Sie vielleicht erklären, wie die Krankenhäuser da am Limit sein können, bei insgesamt weniger gemeldeten Fällen in 10 Monaten, als bei uns im Moment in zwei Tagen? Zu dem Thema herrscht hier heute das große Schweigen im Walde. Eigentlich war Korea ja immer Vorzeigeland.",manual_al
4cf7717e-f530-4806-9f08-c1b177d0b132,2021-03-10,13:31,0,MartinHa,neutral,neutral,infektion,lockerung,"Die Grenze von 50 wurde aber inklusive dieser eingrenzbaren Ausbrüche gewählt. Es ist durchaus sinnvoll, eine bereinigte Inzidenz zu berechnen (beispielsweise nur den ersten Fall eines Clusters voll zählen, andere nur anteilsmäßig), aber dann muss die Inzidenzgrenze auch dementsprechend niedriger gewählt werden.",manual
250b2a31-35bd-4515-be41-18211fbad3b6,2021-03-16,10:37,0,Oliver_aus_Spandau,negative,negative,wirtschaft,wirtschaft,"Eurostaaten wollen weiter Geld in die Wirtschaft pumpen  Und wer zahlt am Ende alles? Natürlich der deutsche Steuerzahler und Sparer!  Es wird endlich Zeit für den ""Dexit""! GB hat davon in der Pandemie profitiert.  Deutschland wird, wenn die deutsche Bevölkerung seine Innovationskraft wiedergefunden hat die sie mit dem Beitritt zur ""EU"" und Euro verloren hat, nach einer kurzen Durststrecke auch wieder profitieren und  weltweit, natürlich auch mit der ""EU"" wenn diese möchte, mit anderen Staaten Handel treiben.",manual
2e8bf291-79de-49e5-9882-0f7145516dc8,15.03.2021,12:29:00,0,Baden-db1a_oEWg,negative,neutral,demos,demos,"Naja, der Sani hat Recht, ich hätte ihm noch eine Gehaltserhöhung gegeben.   ",manual_al
