40a7c181-1ab8-4d4b-bca5-bf8f4ace27ea,2020-04-30,06:59:00,0,Karsten-QGRAZB3WR,negative,negative,lockerung,lockerung,Corona-Lockdown-Lockerungen: Deutsche suchen wieder Kontakt - DER SPIEGEL Ende März trafen sich viele Menschen kaum noch mit Freunden oder Bekannten. Nun zeigen Daten: Die persönlichen Kontakte nehmen deutlich zu.,manual
4736f7ec-6396-4f5f-991b-1f83e5f5df66,2021-03-07,17:19:00,0,Hospitalitaet,positive,positive,infektion,überblick,Corona-News am 07.03.: Olaf Scholz verspricht bis zu zehn Millionen Impfungen pro Woche - DER SPIEGEL Kritikern geht in der Coronakrise vor allem das Impfen nicht schnell genug. Vizekanzler Scholz will das ändern. Er habe selbst für die Vorbereitung gesorgt. Und: Spaniens Geburtenzahlen sinken dramatisch. Der Überblick am 7. März.,manual_al
5994b2b8-4e42-49a7-b82c-c78e084df7f7,2021-03-18,13:40:00,0,Karl-Heinz-lFYMd87Mg,negative,negative,infektion,überblick,Corona-News am 18.3.: Länder setzen Öffnungsschritte aus - DER SPIEGEL Wegen steigender Corona-Zahlen wollen Bayern und Hessen vorerst auf weitere Öffnungsschritte verzichten. Baden-Württemberg führt wohl wieder die Maskenpflicht an Grundschulen ein. Der Tag im Überblick.,manual_al
aa90b76d-f535-43bc-81da-759ff0a1f610,06.04.2021,18:01:00,0,Thomas-opcCIf_Gg,negative,negative,lockerung,politik,Rezo kritisiert die Corona-Politik: »So ein Haufen inkompetenter Dullis!« - DER SPIEGEL YouTuber Rezo ist für seine »Zerstörungsvideos« bekannt. Nun hat er sich die Coronapolitik der Bundesregierung vorgeknöpft – und attackiert besonders hart CDU und CSU.,manual_al
a24ee383-2310-4166-ad8b-4250259ada77,2021-04-06,08:55:00,0,Georg-e2NHZx9Zg,negative,negative,wirtschaft,wirtschaft,EU-Kommission genehmigt Finanzhilfen für Air France - DER SPIEGEL Die EU-Kommission hat Staatshilfen in Milliardenhöhe für Air France genehmigt. Eine Kröte muss die französische Fluggesellschaft allerdings schlucken.,manual_al
ef3ed5b3-f09a-418e-80ee-dbc95df97cb0,2021-04-29,17:00:00,0,Speiche0815,neutral,neutral,impfung,impfung,"Christine Lambrecht will Geimpfte von Corona-Beschränkungen befreien - DER SPIEGEL Vollständig Geimpfte und Genesene sollen von Ausgangs- und Kontaktbeschränkungen befreit werden – das steht zumindest in einem Entwurf, den Bundesjustizministerin Lambrecht nun vorgelegt hat. Er geht weiter als bisher bekannt.",manual
47070b88-6aa0-413e-b3ef-406506523c4c,2021-02-14,10:36:00,0,Stefanie-PZm3QxPMR,negative,negative,arbeit,überblick,"Corona-News am 14.02.: Daniel Günther kritisiert neues Inzidenz-Ziel - DER SPIEGEL Das Ziel von 35 Neuinfektionen pro 100.000 Einwohnern irritiere die Menschen, findet Ministerpräsident Daniel Günther. Und: Italien stoppt geplante Öffnung der Skigebiete. Der Tag im Überblick.",manual_al
4bbfdc48-9426-44f2-a060-dd818395dd44,11.08.2020,10:30:00,0,Fabian-TvBaiRjZR,positive,positive,impfung,impfung,Impfstoff gegen Coronavirus: Russland nimmt die Abkürzung - DER SPIEGEL Russland hat am Dienstag den weltweit ersten Corona-Impfstoff zugelassen. Die finale Sicherheitsprüfung hat das Land dabei offenbar einfach übersprungen. Was ist von dem Stoff zu halten?,manual_al
544b7eca-9a6b-4745-bee7-911a254395f4,05.09.2020,23:18:00,0,Oliver-2L2ehY8Zg,positive,neutral,maßnahmen,demos,"Corona in Australien: Polizei geht hart gegen Demonstranten vor - DER SPIEGEL Wer in sozialen Medien zu Protesten gegen Corona-Schutzmaßnahmen aufruft, dem droht in Australien Besuch von der Polizei. Trotzdem gab es in Sydney und Melbourne Demonstrationen.",manual_al
00212d07-5546-4edd-9040-22ec848409c9,11.05.2020,19:48:00,0,Nimreem,neutral,neutral,wirtschaft,infektion,"Corona-Krise: Deutschlands Schlachthöfe sind zu Hotspots geworden - DER SPIEGEL Die hohe Zahl der Corona-Infizierten in Schlachthöfen wirft ein Schlaglicht auf die dortigen Arbeitsbedingungen. Nun wird breit getestet, Kenner rechnen mit weiteren Fällen: Die Strukturen begünstigen die Ausbreitung des Virus.",manual_al
96236dd1-a971-4138-903d-b5b6bcf28a14,2020-08-27,12:39:00,0,Ludwig-WN4ZDnGWR,positive,neutral,maßnahmen,maßnahmen,Corona-Regeln für private Feiern: Mehrheit der Deutschen befürwortet Obergrenze - DER SPIEGEL Im Kampf gegen das Coronavirus wollen Bund und Länder die Teilnehmerzahl bei privaten Feiern begrenzen. Eine SPIEGEL-Umfrage zeigt: Die meisten Deutschen unterstützen diese Pläne.,manual
32bcd751-f7aa-4c17-bf5a-ea168fdec71b,2021-06-22,14:32:00,0,Robert-0AT4Fl_ZR,neutral,neutral,politik,überblick,Corona-News am 22.06.: Laut Drosten muss sich Delta in Deutschland nicht entwickeln wie in Großbritannien - DER SPIEGEL In Deutschland lag der Anteil der Delta-Variante an den Neuinfektionen zuletzt bei gut sechs Prozent. Der Virologe Christian Drosten zeigt sich dennoch einigermaßen optimistisch. Der Überblick am 22. Juni.,manual_al
8fa3ebb6-4e05-4e27-856f-a936ebf81e56,2020-09-08,13:05:00,0,Hans-Jürgen-pJ85SBEZR,negative,negative,politik,maßnahmen,Schule und Corona: Umstieg auf Digitalunterricht fiel Deutschland besonders schwer - DER SPIEGEL Kein gutes Zeugnis für Deutschlands Schulen in der Coronakrise: Nur jeder zehnte Schüler erlebte einen reibungslosen Wechsel zum digital gestützten Fernunterricht. Das zeigt eine neue internationale Umfrage.,manual_al
afe18b6e-2dbe-4052-93cc-0be9d69f8f70,2020-10-04,19:31:00,0,wicke,neutral,negative,demos,demos,"Querdenken in Konstanz: Beten und demonstrieren - DER SPIEGEL Die ""Querdenker"" sind an den Bodensee ausgewichen: In Konstanz demonstrierten knapp 3000 Menschen gegen die Corona-Maßnahmen. Sie eint ein tiefes Misstrauen gegenüber dem Rechtsstaat.",manual_al
2cef8771-ebf5-4045-8ec7-22bc26374331,18.04.2020,18:41:00,0,Spiegeleix,positive,positive,maßnahmen,maßnahmen,"Corona-Held: Hsain Fettat liefert älteren Menschen kostenlos die Einkäufe nach Hause - DER SPIEGEL Das öffentliche Leben steht still, doch einige Menschen halten die Gesellschaft am Laufen. Hier kommen sie zu Wort.",manual_al
189a182b-d1b2-4730-9bee-a6eff720a644,23.01.2021,08:19:00,0,Nikaia,neutral,negative,lockerung,lockerung,Coronavirus: Unionsfraktionsvize fordert baldiges Shutdown-Ende - DER SPIEGEL Zunächst bis zum 14. Februar gelten in Deutschland schärfere Corona-Maßnahmen – und dann? Unionsfraktionsvize Nüßlein spricht sich für ein baldiges Ende des Shutdowns aus. Ärztepräsident Reinhardt fordert Perspektiven für die Bevölkerung.,manual_al
9f549665-78bd-4218-8894-7dd0dfecd7a8,2020-04-15,15:16:00,0,ulrich-XLyYwGGZg,neutral,neutral,infektion,lockerung,"Corona: Welche Zahlen für eine Lockerung sprechen - und welche dagegen - DER SPIEGEL Politiker und Wissenschaftler haben mehrere Kennziffern angeführt, die über eine Lockerung des Shutdowns mitentscheiden. Welche Ziele erfüllt sind - und welche Pläne Wissenschaftler für den Ausstieg haben.",manual
5409b6bc-ef89-457e-9570-97eee1170bba,26.07.2020,08:22:00,0,Gunther-6X6uHVEZg,neutral,negative,infektion,infektion,Corona-Verdachtsfall: Nordkorea riegelt Grenzstadt Kaesong komplett ab - DER SPIEGEL Bislang hatte sich Nordkorea für virusfrei erklärt. Nun meldet das Regime den ersten Verdachtsfall - und verhängt eine Ausgangssperre für Kaesong an der Grenze zu Südkorea.,manual_al
18834e3d-d267-4c65-ab0a-d698f8746fb4,10.05.2020,14:57:00,0,Tobias-5-uIXOjWg,positive,negative,maskenpflicht,lockerung,Corona-Lockerungen: Es wird wieder eng in den Einkaufsstraßen - DER SPIEGEL Wochenlang waren Deutschlands Innenstädte wegen der Corona-Gefahr verwaist. Nun haben viele Geschäfte wieder geöffnet - und auf den Straßen wird es bedrohlich eng.,manual_al
a884706d-7bd2-4f53-8a26-5941f066186d,09.04.2021,16:25:00,0,Lars-MjkKk2cMR,positive,negative,lockdown,maßnahmen,"Deutschlandweite Corona-Regeln: »Notbremsengesetz« - was bedeutet das? - DER SPIEGEL Die Länder haben sich nicht an Vereinbarungen im Kampf gegen Corona gehalten, nun will der Bund durchgreifen. Ein »Notbremsengesetz« könnte bereits nächste Woche beschlossen werden. Was bedeutet das?",manual_al
363c5a54-85eb-47d1-bd50-f833478d2c76,2021-02-05,22:15:00,0,Petra-FbF4IFjWR,neutral,neutral,impfung,impfung,"Sachsen: Mehrere hundert Polizisten »außer der Reihe« gegen Corona geimpft - DER SPIEGEL In Dresden und Leipzig sind Polizisten geimpft worden, obwohl sie nicht zur ersten Prioritätsgruppe gehörten. Die Vakzine, erklärten die Behörden, seien bereits aufgetaut gewesen und wäre andernfalls verfallen.",manual
2decc27e-4dfb-43ec-aebe-ffb717b44497,16.07.2021,14:38:00,0,Volker-Vuq0L6_ZR,neutral,negative,infektion,überblick,Corona-News am 16.07.: AstraZeneca-Entwicklerin stellt Impfen von Kindern infrage - DER SPIEGEL Sarah Gilbert hat den Impfstoff von AstraZeneca entwickelt – und hält das generelle Impfen von Kindern für nicht nötig. Außerdem: In Griechenland dürfen Ungeimpfte nicht mehr ins Restaurant. Der Überblick.,manual_al
93a88477-2cd3-4b6b-9f46-d317c523b8b3,2021-05-29,15:02:00,0,knielang,neutral,neutral,infektion,überblick,Corona-News am 29.5: Spahn plant strengere Kontrollen in Testzentren - DER SPIEGEL Nach Berichten über Abrechnungsbetrug will Jens Spahn Corona-Testzentren besser kontrollieren. Und: In den USA sind inzwischen rund 40 Prozent der Bevölkerung vollständig geimpft. Der Überblick.,manual
220b2a90-dc8c-4005-8097-379f1065ac67,2020-07-29,23:22:00,0,Luigi-1Rhld7EZg,neutral,neutral,infektion,infektion,"Corona: Deutschland, China, Spanien - Wo sich das Virus ausbreitet - DER SPIEGEL China, Spanien, Australien: Nicht nur in Deutschland steigen die Corona-Fallzahlen. Doch bedeutet das in jedem Fall eine zweite Welle? Der Überblick.",manual_al
7e064c5f-454f-4a6b-9697-1d2646b6719d,04.07.2021,06:37:00,0,Friedrich_Eckard,neutral,neutral,infektion,überblick,"Corona-News am 4. Juli: Luxemburgs Regierungschef mit Covid-19 im Krankenhaus - DER SPIEGEL Obwohl er bereits eine Impfdosis erhalten hat, ist Luxemburgs Premier Bettel in ein Krankenhaus eingeliefert worden. Und: Die USA haben Joe Bidens Impfziel verfehlt. Der Überblick am 4. Juli.",manual_al
b8f81fd1-61bb-49d6-b6a5-f3aaf32c1e73,2020-10-10,14:26:00,0,mopeter,neutral,neutral,infektion,infektion,"Corona-Tote in Deutschland: Warum jetzt weniger Menschen an Covid-19 sterben - DER SPIEGEL Mehr Infektionen, weniger Tote: Gemessen am rasanten Anstieg der Neuinfektionen mit dem Coronavirus stagniert die Sterberate auf niedrigem Niveau. Forscher und Ärzte haben dafür mehrere Erklärungen.",manual_al
236d7987-0451-4fd3-8559-558a932806a5,2021-04-17,12:12:00,0,Axel-OWnyNfqZR,positive,neutral,politik,demos,Karl Lauterbach: Unbekannte kippen Farbe auf Privatauto des SPD-Politikers - DER SPIEGEL Von einem Farbanschlag auf sein Auto lässt sich SPD-Politiker Karl Lauterbach nicht einschüchtern: »Wir werden nie aufgeben. Wir sind viele.« Zuspruch erhält er von Tausenden Twitter-Nutzern.,manual_al
0c5439f5-d106-4233-a4a4-a3c58d54cb50,2021-06-04,08:06:00,0,Dietrich-UJyjwdPWg,neutral,neutral,tests,überblick,Corona-News am 03.06.: Indien-Rückkehrer stirbt an Corona - Dresdner Hochhaus unter Quarantäne - DER SPIEGEL Ein junger Mann war kurz nach einer Indien-Reise an Corona gestorben – nun muss ein Studentenwohnheim in Dresden in Isolation. Und: Delta-Mutante dominiert nun in Großbritannien. Der Überblick am 3. Juni.,manual_al
57fd006a-4043-4369-a26f-0d6caf31d565,2021-03-14,10:32:00,0,Kristina-HDI8t09ZR,positive,neutral,impfung,impfung,"Corona-Pandemie: In London gibt es die Impfung jetzt im Taxi - DER SPIEGEL Minderheiten und Randgruppen sind deutlich häufiger von Corona betroffen als der Durchschnitt, doch viele werden von den Impfprogrammen kaum erreicht. Ein Taxiservice in London soll das ändern.",manual_al
