1a24c2e2-58a9-4e6c-b9bd-64f73537a38b,2020-04-11,05:34,0,Manfred-C4FP3NGZg,negative,negative,lockdown,lockdown,"Wenn die „Kur“ (Shutdown) für einen „Patienten“ (Bürger) irgendwann mal mehr Schaden anrichtet als die Krankheit (Corona), sollte man die Kur beenden. Sonst ist der Patient nach der Kur tot ! ",manual
82bf1e89-6510-4339-947c-97b47e12bd92,2021-01-18,06:53,0,HiThere,negative,neutral,lockdown,lockdown,die Leute mit ihren mega super drakonischen lockdown Fantasien machen mir langsam wirklich Angst..,manual
0406673b-227c-44d3-a1a7-9b1b8d4c1632,2020-12-30,12:44,0,Muschinki-clMz73NGg,negative,negative,politik,impfung,"Wie kommt es eigentlich, dass alle Länder an der Tabellenspitze unionsgeführt sind/ bzw mit Regierungsbeteiligung der CDU? Hier sieht man mal wieder, wer nur groß redet und nicht arbeitet",manual
b68811ca-8081-45a7-b6e2-9d1b006c5be0,2021-02-15,18:23,0,Franz-Josef-MSZopl0Gg,negative,negative,lockdown,fußball,"Bin wahrlich kein Bayernfan, geht ja gar nicht wenn man im Westen wohnt :)  Aber wo Hansi Flick über Lauterbach recht hat, hat er nun einmal Recht. Dieses ewige apokalyptische Lamentieren ohne konkrete Vorschläge wie man daraus kommt ist nicht zu ertragen. Herr Lauterbach sollte eine Studiereise nach Südkorea und Taiwan unternehmen, dann fällt ihm vielleicht auch mal eine andere Lösung ein, nicht nur der totale Lockdown. ",manual
468bba39-60b6-4790-b268-38ea4a381718,2021-02-18,09:49,0,Johannes-MipC-__WR,neutral,neutral,virus,überblick,"Naja, da die englische Variante mitlerweile mehr als 20% ausmacht, kann man schon davon ausgehen, dass die Varainate auch stark in absoluten Zahlen steigt. Es gibt also eine Gegenbewegung innerhalb der mitlerweile nur noch leicht fallenden Zahlen. Mich würde es wundern, wenn die Zahlen in den nächsten Wochen nicht wieder steigen würden, angetrieben von der englischen Variante.",manual
4ccd8ac9-c426-4719-adf4-d70780442e5d,2021-03-22,08:38,0,Ole_Bienkopp,negative,negative,politik,politik,"Es werden immer noch Fehler gemacht. Auch in Deutschland. Wie ""Monitor"" berichtete, könnten viele Covid-Opfer noch leben und wieder gesund sein, wenn man sie in der ITS zur Beatmung nicht intubiert hätte, sondern per Maske beatmet   Warum ist das hier kein Thema?",manual
1a1efbf5-8a02-41f9-940c-1882bc06007a,2020-04-28,09:35,0,Fabian-5jWKQm6Wg,negative,negative,schulschließung,schulschließung,"Das ist soweit korrekt. ABER Wir als Eltern merken das die Kinder sich in Ihrem verhalten schon anfangen zu ändern und das ist nicht unbedingt positiv. Sprich hier muss man abwegen welcher Schaden am ende größer ist. Um die Alten und Kranken zu schützen wird die psychologische Gesundheit und Weiterentwicklung der Kleinsten aufs Spiel gesetzt. Zusätzlich kommen immer mehr Eltern an ihre Belastungsgränze, wo ist hier noch die Verhältnisässigkeit! Ich kann nur an jedes Elternteil appelieren schreiben Sie die lokalen, regionalen und Bundespolitiker an.  Es muss ja nicht erst soweit kommt bis die Sterblichkeitsrate auf Grund von Suizid größer  wird als die von Corona.",manual
05a4b0e5-27ff-4c13-8c4d-61f387bd8175,2020-11-14,22:02,0,Karsten-y_YRhNEZg,neutral,neutral,maßnahmen,überblick,"Ich war im Sommer ein paar Tage in Polen (Urlaub). Selbstverständlich sieht man dabei nicht das ganze Land, sondern nur einen kleinen Teil.  Jedenfalls, dort wo ich war, wurden die Coronaregeln konsequent durchgesetzt. Nur einmal ins Tankstellenbüdchen ohne MNS, schon gab´s nen Ansch. Das gleiche im Museum, Restaurant usw.   Wenn dort jetzt die Krankheitsfälle steigen, zeigt das wohl mehr, dass das ganze Gemache im Hinblick auf die Ansteckungen keinerlei Einfluss hat. ",manual
60ebaf08-9ef0-4bcd-90d7-2ee9e2d10158,2021-07-07,17:01,0,Coraggioso-Ir6WKaaMR,positive,negative,maßnahmen,XXX,"Erstmals seit Januar über 30.000 Neuinfektionen in Großbritannien  Uiuiui - und das mitten im Hochsommer, bei warmen Temperaturen und viel UV-Strahlung. Da werden jetzt einige der ""Corona ist ein saisonales Virus"" Fans aber Kopfschmerzen bekommen und neue Ausreden gegen Corona-Maßnahmen im Sommer finden müssen ...",manual
796590fc-0950-4f56-9778-bcea298efd8b,2020-10-08,17:54,0,Markus_neutral44,negative,negative,maßnahmen,überblick,"Vielleicht sollte man sich langsam einmal aktiv Gedanken darüber machen, ob man tatsächlich die richtige Strategie verfolgt. Wie lange wollen wir in Europa und dem Rest der Welt so weitermachen? Wollen wirklich alle ihr Leben nur noch nach Zahlen richten, welche mittlerweile z.T. mehr als fraglich sind? Eines ist wohl fakt und in der Fachwelt unbestritten, das Virus wird nicht mehr weggehen und wir müssen uns damit in irgendeiner Weise arrangieren, ob uns das nun gefällt oder nicht. Aber muss das in der gegenwärtigen Art sein? Ist das Leben nicht ein generelles Risiko, in dem man stets die Abwägung treffen muss, etwas zu tun oder eben nicht? Das Leben des Menschen ist geprägt von Risiken, die Risikobereitschaft ist eine Sache die uns ausmacht und mit dazu geführt hat, wo der Mensch heute steht. Ein Leben ohne Risiken gibt es nicht, und der Mensch hat es auch nur bedingt unter Kontrolle.  Wir alle sollten den Blick wieder öffnen und uns nicht von reinen Zahlen lenken lassen. Das Risiko des Lebens können wir nicht abschaffen, mit oder ohne Impfstoff, ein Risiko bleibt. Es bleibt zu hoffen, dass dies bald erkannt wird, und die Welt betreffend dem Coronavirus wieder zur Ruhe kommt.",manual
